time_s,heat_balance,moisture_balance,heat_quadrature_check,moisture_quadrature_check
8.610000000000000000e+02,3.916820420970679753e-12,4.033584243415896369e-13,7.328155447212733614e-17,3.884471015055230800e-18
8.620000000000000000e+02,3.923527950505735694e-12,4.033330484393746382e-13,7.347886089077029176e-17,3.886547076200461581e-18
8.630000000000000000e+02,3.929833530705357553e-12,4.033330484393746382e-13,7.371316226290880771e-17,3.886547076200461581e-18
8.640000000000000000e+02,3.941037868430581984e-12,4.033330484393746382e-13,7.372549391407399860e-17,3.886547076200461581e-18
8.650000000000000000e+02,3.954980486003451401e-12,4.033330484393746382e-13,7.392280033271695422e-17,3.894851320781386245e-18
8.660000000000000000e+02,3.968244814072775300e-12,4.033330484393746382e-13,7.407078014669917093e-17,3.899003443071848577e-18
8.670000000000000000e+02,3.978846227794848608e-12,4.033330484393746382e-13,7.416943335602066107e-17,3.899003443071848577e-18
8.680000000000000000e+02,3.986709361669277737e-12,4.033330484393746382e-13,7.421875996068139997e-17,3.899003443071848577e-18
8.690000000000000000e+02,3.993467134871262736e-12,4.033161311712313225e-13,7.426808656534213888e-17,3.899003443071848577e-18
8.700000000000000000e+02,4.000677101075610875e-12,4.033076725371596395e-13,7.426962802173778928e-17,3.907307687652772471e-18
8.710000000000000000e+02,4.008439747616181888e-12,4.033076725371596395e-13,7.429429132406815873e-17,3.915611932233697905e-18
8.720000000000000000e+02,4.015951175822105993e-12,4.033161311712313225e-13,7.451626104504149613e-17,3.919764054524159467e-18
8.730000000000000000e+02,4.022558218023303009e-12,4.033161311712313225e-13,7.455325599853704414e-17,3.919764054524159467e-18
8.740000000000000000e+02,4.028110143218985762e-12,4.033161311712313225e-13,7.475826969915825177e-17,3.928846822034546348e-18
8.750000000000000000e+02,4.033536459247345870e-12,4.033076725371596395e-13,7.490624951314046848e-17,3.928846822034546348e-18
8.760000000000000000e+02,4.037782049102868260e-12,4.032822966349446407e-13,7.499257107129675540e-17,3.939227127760701793e-18
8.770000000000000000e+02,4.041650811456421098e-12,4.032907552690163238e-13,7.514055088527898444e-17,3.939227127760701793e-18
8.780000000000000000e+02,4.045067380807610795e-12,4.032822966349446407e-13,7.517754583877454478e-17,3.939227127760701793e-18
8.790000000000000000e+02,4.048408584658406097e-12,4.032992139030879564e-13,7.527619904809601026e-17,3.939486635403855352e-18
8.800000000000000000e+02,4.051674423008807811e-12,4.032822966349446407e-13,7.542417886207823930e-17,3.939486635403855352e-18
8.810000000000000000e+02,4.054287093689129345e-12,4.032992139030879564e-13,7.551050042023453855e-17,3.939486635403855352e-18
8.820000000000000000e+02,4.056447571367087737e-12,4.032822966349446407e-13,7.565848023421675526e-17,3.939486635403855352e-18
8.830000000000000000e+02,4.058507561711187206e-12,4.033076725371596395e-13,7.570780683887749417e-17,3.939486635403855352e-18
8.840000000000000000e+02,4.060416821054498692e-12,4.032907552690163238e-13,7.595598131857683909e-17,3.939746143047009681e-18
8.850000000000000000e+02,4.062426567731669102e-12,4.032992139030879564e-13,7.600530792323759032e-17,3.939746143047009681e-18
8.860000000000000000e+02,4.064059486906869959e-12,4.032822966349446407e-13,7.604230287673313834e-17,3.948050387627933575e-18
8.870000000000000000e+02,4.065466309580889246e-12,4.032907552690163238e-13,7.616561938838498560e-17,3.952202509918396677e-18
8.880000000000000000e+02,4.066772644921049609e-12,4.032992139030879564e-13,7.636292580702795354e-17,3.962582815644552122e-18
8.890000000000000000e+02,4.067928249260422797e-12,4.032653793668012746e-13,7.656177368206655956e-17,3.971146567868630345e-18
8.900000000000000000e+02,4.069184340933654101e-12,4.032822966349446407e-13,7.670975349604877627e-17,3.971146567868630345e-18
8.910000000000000000e+02,4.070289701606098230e-12,4.032822966349446407e-13,7.678374340303988463e-17,3.971146567868630345e-18
8.920000000000000000e+02,4.071168965777359982e-12,4.032907552690163238e-13,7.690705991469173189e-17,3.971146567868630345e-18
8.930000000000000000e+02,4.071972864448228146e-12,4.032822966349446407e-13,7.698104982168285257e-17,3.975298690159092677e-18
8.940000000000000000e+02,4.072701397618701915e-12,4.032822966349446407e-13,7.708278594379561886e-17,3.975298690159092677e-18
8.950000000000000000e+02,4.073530418123034608e-12,4.032484620986579589e-13,7.718143915311710899e-17,3.983602934740017342e-18
8.960000000000000000e+02,4.074284073126973714e-12,4.032653793668012746e-13,7.731708731593414714e-17,3.983602934740017342e-18
8.970000000000000000e+02,4.074861875296660308e-12,4.032738380008729577e-13,7.746506712991636386e-17,3.991907179320942006e-18
8.980000000000000000e+02,4.075364311965952506e-12,4.032400034645862759e-13,7.755138868807265078e-17,3.991907179320942006e-18
8.990000000000000000e+02,4.075942114135639100e-12,4.032992139030879564e-13,7.760225674912904008e-17,3.991907179320942006e-18
9.000000000000000000e+02,4.076218454303750536e-12,4.032907552690163238e-13,7.760225674912904008e-17,3.991907179320942006e-18
9.010000000000000000e+02,4.424306578789647802e-12,4.139570928333904535e-13,7.769380104455556625e-17,3.992734359933494263e-18
9.020000000000000000e+02,4.400993517334471852e-12,4.139655514674620861e-13,7.783253212016389288e-17,3.996367466937648707e-18
9.030000000000000000e+02,4.375193394366298630e-12,4.139570928333904535e-13,7.793426824227665916e-17,3.998443528082880259e-18
9.040000000000000000e+02,4.375997293037166794e-12,4.139570928333904535e-13,7.811924300975443622e-17,4.006747772663804923e-18
9.050000000000000000e+02,4.387126265261996830e-12,4.139824687356054523e-13,7.825489117257147437e-17,4.010899894954267255e-18
9.060000000000000000e+02,4.400968395501007323e-12,4.139909273696770849e-13,7.837281258683855138e-17,4.011418910240574372e-18
9.070000000000000000e+02,4.416770028750259167e-12,4.139740101015337692e-13,7.847146579616004152e-17,4.015571032531037475e-18
9.080000000000000000e+02,4.429406310982967414e-12,4.139824687356054523e-13,7.853620696477725979e-17,4.017647093676268256e-18
9.090000000000000000e+02,4.440761379708979828e-12,4.139740101015337692e-13,7.853620696477725979e-17,4.022837246539346363e-18
9.100000000000000000e+02,4.457869348298392035e-12,4.139824687356054523e-13,7.859786522060318958e-17,4.022837246539346363e-18
9.110000000000000000e+02,4.467214670347234039e-12,4.139570928333904535e-13,7.872118173225503684e-17,4.026989368829808695e-18
9.120000000000000000e+02,4.481634602755931126e-12,4.139824687356054523e-13,7.898014640672392225e-17,4.035293613410732589e-18
9.130000000000000000e+02,4.498365743843373780e-12,4.139824687356054523e-13,7.914045787187131753e-17,4.047749980282119585e-18
9.140000000000000000e+02,4.508816426564659105e-12,4.139740101015337692e-13,7.923911108119280767e-17,4.047749980282119585e-18
9.150000000000000000e+02,4.521025637628468741e-12,4.139486341993187705e-13,7.939633963354891446e-17,4.047749980282119585e-18
9.160000000000000000e+02,4.538384824552527856e-12,4.139570928333904535e-13,7.940250545913150375e-17,4.048268995568427473e-18
9.170000000000000000e+02,4.554688894471071899e-12,4.139655514674620861e-13,7.945183206379225498e-17,4.052421117858889805e-18
9.180000000000000000e+02,4.564059338353378432e-12,4.139232582971037717e-13,7.969846508709594950e-17,4.052421117858889805e-18
9.190000000000000000e+02,4.576544889585298696e-12,4.139570928333904535e-13,7.979711829641742731e-17,4.052421117858889805e-18
9.200000000000000000e+02,4.595637483018416784e-12,4.139401755652470874e-13,7.982178159874779676e-17,4.052421117858889805e-18
9.210000000000000000e+02,4.612318380438930381e-12,4.139317169311754043e-13,7.995742976156483491e-17,4.054497179004120586e-18
9.220000000000000000e+02,4.624602957003133604e-12,4.139486341993187705e-13,8.008999501159058458e-17,4.054497179004120586e-18
9.230000000000000000e+02,4.635304858059065836e-12,4.139401755652470874e-13,8.016398491858168061e-17,4.058649301294582918e-18
9.240000000000000000e+02,4.649297719298864312e-12,4.139401755652470874e-13,8.031196473256390965e-17,4.066953545875507582e-18
9.250000000000000000e+02,4.668465678232375988e-12,4.139570928333904535e-13,8.045994454654612636e-17,4.071105668165969915e-18
9.260000000000000000e+02,4.686804616661554971e-12,4.139232582971037717e-13,8.058326105819797362e-17,4.075257790456432247e-18
9.270000000000000000e+02,4.700872843401747034e-12,4.139486341993187705e-13,8.058326105819797362e-17,4.077333851601663028e-18
9.280000000000000000e+02,4.711825962792325365e-12,4.139317169311754043e-13,8.062025601169353397e-17,4.079409912746893808e-18
9.290000000000000000e+02,4.722151036346287237e-12,4.139317169311754043e-13,8.062025601169353397e-17,4.081485973892125360e-18
9.300000000000000000e+02,4.738505349931761146e-12,4.139147996630320887e-13,8.072507504659760106e-17,4.081485973892125360e-18
9.310000000000000000e+02,4.758426963869211928e-12,4.139232582971037717e-13,8.089771816291019955e-17,4.083562035037356911e-18
9.320000000000000000e+02,4.776891511465713556e-12,4.139232582971037717e-13,8.094704476757092612e-17,4.083562035037356911e-18
9.330000000000000000e+02,4.791713393209844725e-12,4.139317169311754043e-13,8.102103467456204681e-17,4.083562035037356911e-18
9.340000000000000000e+02,4.803621142272079204e-12,4.138978823948887730e-13,8.111968788388353694e-17,4.087714157327818473e-18
9.350000000000000000e+02,4.814398408828405023e-12,4.138978823948887730e-13,8.120600944203982386e-17,4.087714157327818473e-18
9.360000000000000000e+02,4.825753477554417437e-12,4.138894237608170899e-13,8.134165760485686201e-17,4.087714157327818473e-18
9.370000000000000000e+02,4.841278770635557845e-12,4.138809651267454068e-13,8.139098420951758859e-17,4.087714157327818473e-18
9.380000000000000000e+02,4.861049653572220644e-12,4.138809651267454068e-13,8.160370519211704823e-17,4.087714157327818473e-18
9.390000000000000000e+02,4.877328601657300159e-12,4.138978823948887730e-13,8.171469005260370460e-17,4.089790218473050024e-18
9.400000000000000000e+02,4.890391955058907017e-12,4.138725064926737238e-13,8.176401665726444350e-17,4.089790218473050024e-18
9.410000000000000000e+02,4.901294830782556290e-12,4.138894237608170899e-13,8.191199647124667254e-17,4.089790218473050024e-18
9.420000000000000000e+02,4.911795757170770673e-12,4.138894237608170899e-13,8.201064968056813802e-17,4.089790218473050024e-18
9.430000000000000000e+02,4.923125704063318557e-12,4.138725064926737238e-13,8.201064968056813802e-17,4.089790218473050024e-18
9.440000000000000000e+02,4.932923219114523701e-12,4.138809651267454068e-13,8.223261940154147542e-17,4.098094463053973918e-18
9.450000000000000000e+02,4.941464642492497540e-12,4.138978823948887730e-13,8.247925242484518227e-17,4.102246585344437020e-18
9.460000000000000000e+02,4.949101679865745099e-12,4.138640478586020912e-13,8.250391572717555172e-17,4.104322646489667801e-18
9.470000000000000000e+02,4.956336767903557767e-12,4.138809651267454068e-13,8.250391572717555172e-17,4.104322646489667801e-18
9.480000000000000000e+02,4.963722586942158419e-12,4.138640478586020912e-13,8.255940815741887991e-17,4.105360677062283577e-18
9.490000000000000000e+02,4.970053288975245615e-12,4.138809651267454068e-13,8.273205127373146607e-17,4.105360677062283577e-18
9.500000000000000000e+02,4.975605214170928368e-12,4.138978823948887730e-13,8.283070448305295621e-17,4.109512799352745909e-18
9.510000000000000000e+02,4.980730068197712510e-12,4.139063410289604056e-13,8.304034255286109039e-17,4.109512799352745909e-18
9.520000000000000000e+02,4.985804678557567593e-12,4.138978823948887730e-13,8.308966915752184162e-17,4.109512799352745909e-18
9.530000000000000000e+02,4.991080263585139718e-12,4.138809651267454068e-13,8.319140527963460790e-17,4.126640303800902354e-18
9.540000000000000000e+02,4.995300731607197579e-12,4.138471305904587250e-13,8.329005848895609804e-17,4.137020609527058570e-18
9.550000000000000000e+02,4.999194615794214946e-12,4.138725064926737238e-13,8.348736490759905365e-17,4.137020609527058570e-18
9.560000000000000000e+02,5.002812159813121684e-12,4.138555892245304081e-13,8.363534472158127037e-17,4.137020609527058570e-18
9.570000000000000000e+02,5.006379460165098556e-12,4.138725064926737238e-13,8.378332453556348708e-17,4.145324854107982464e-18
9.580000000000000000e+02,5.010147735184793277e-12,4.138640478586020912e-13,8.404228921003238482e-17,4.153629098688907128e-18
9.590000000000000000e+02,5.013262842534407009e-12,4.138809651267454068e-13,8.419026902401460153e-17,4.153629098688907128e-18
9.600000000000000000e+02,5.014443568707244726e-12,4.138555892245304081e-13,8.428892223333609167e-17,4.153629098688907128e-18
9.610000000000000000e+02,4.932822731780665584e-12,4.224326441732024033e-13,8.443737923645640307e-17,4.156979382910093346e-18
9.620000000000000000e+02,4.959150413251596341e-12,4.224072682709873541e-13,8.452986662019530392e-17,4.161650520486862795e-18
9.630000000000000000e+02,4.970480360144144226e-12,4.224495614413457189e-13,8.463796124994012349e-17,4.167911142377951066e-18
9.640000000000000000e+02,4.957391884909072031e-12,4.224326441732024033e-13,8.480752145346140885e-17,4.169468188236873959e-18
9.650000000000000000e+02,4.943851216671637503e-12,4.224241855391307202e-13,8.486917970928735097e-17,4.169468188236873959e-18
9.660000000000000000e+02,4.926542273414508254e-12,4.224157269050590371e-13,8.496783291860881646e-17,4.174658341099952067e-18
9.670000000000000000e+02,4.913880869348335478e-12,4.224157269050590371e-13,8.508190069188678596e-17,4.176799279155971622e-18
9.680000000000000000e+02,4.897752652264043139e-12,4.224072682709873541e-13,8.525762672099067293e-17,4.180951401446433954e-18
9.690000000000000000e+02,4.885493197533304445e-12,4.224241855391307202e-13,8.538094323264252019e-17,4.191331707172589399e-18
9.700000000000000000e+02,4.867355233771842503e-12,4.224157269050590371e-13,8.553508887220733851e-17,4.191850722458897287e-18
9.710000000000000000e+02,4.856000165045830090e-12,4.223988096369157215e-13,8.560907877919843454e-17,4.196002844749359619e-18
9.720000000000000000e+02,4.839369511292245552e-12,4.224495614413457189e-13,8.580638519784140248e-17,4.196002844749359619e-18
9.730000000000000000e+02,4.821332034864642534e-12,4.224157269050590371e-13,8.592970170949326207e-17,4.196002844749359619e-18
9.740000000000000000e+02,4.810127697139418104e-12,4.223903510028440384e-13,8.610851065138843752e-17,4.201192997612436957e-18
9.750000000000000000e+02,4.795783130231114604e-12,4.224241855391307202e-13,8.620793458890774669e-17,4.205474873724476068e-18
9.760000000000000000e+02,4.773600551281847313e-12,4.224411028072740359e-13,8.625726119356848559e-17,4.209626996014938400e-18
9.770000000000000000e+02,4.760160370378270902e-12,4.224664787094890346e-13,8.644223596104625032e-17,4.223121393458941172e-18
9.780000000000000000e+02,4.749006276319975529e-12,4.224664787094890346e-13,8.656555247269810991e-17,4.227273515749403504e-18
9.790000000000000000e+02,4.730868312558513588e-12,4.224495614413457189e-13,8.676594180413236633e-17,4.227273515749403504e-18
9.800000000000000000e+02,4.709263535778932890e-12,4.224495614413457189e-13,8.698791152510570372e-17,4.235577760330327398e-18
9.810000000000000000e+02,4.695722867541498363e-12,4.224495614413457189e-13,8.708810619082281961e-17,4.237783575297135729e-18
9.820000000000000000e+02,4.683262438143041820e-12,4.224580200754174020e-13,8.729774426063096612e-17,4.239859636442366509e-18
9.830000000000000000e+02,4.667284952059538271e-12,4.224326441732024033e-13,8.739639746995244392e-17,4.248163881023291944e-18
9.840000000000000000e+02,4.646609683118148383e-12,4.224580200754174020e-13,8.744572407461318283e-17,4.256468125604215838e-18
9.850000000000000000e+02,4.628923912359049582e-12,4.224833959776324008e-13,8.775632753833628891e-17,4.257765663819985172e-18
9.860000000000000000e+02,4.614001543281060296e-12,4.224749373435607177e-13,8.784264909649258816e-17,4.267107938973525612e-18
9.870000000000000000e+02,4.601415504715281108e-12,4.224580200754174020e-13,8.802762386397036521e-17,4.267107938973525612e-18
9.880000000000000000e+02,4.586066064468393211e-12,4.224411028072740359e-13,8.817560367795258192e-17,4.271260061263987944e-18
9.890000000000000000e+02,4.565466161027397719e-12,4.224580200754174020e-13,8.834824679426516809e-17,4.271260061263987944e-18
9.900000000000000000e+02,4.544715526585614244e-12,4.224833959776324008e-13,8.844690000358665822e-17,4.275412183554450276e-18
9.910000000000000000e+02,4.527909019997777194e-12,4.224580200754174020e-13,8.854555321290812371e-17,4.279564305844912608e-18
9.920000000000000000e+02,4.514368351760342666e-12,4.224918546117040838e-13,8.861954311989924439e-17,4.283716428135374170e-18
9.930000000000000000e+02,4.502108897029603164e-12,4.224918546117040838e-13,8.881684953854220001e-17,4.292020672716298834e-18
9.940000000000000000e+02,4.486206776446493203e-12,4.224664787094890346e-13,8.886617614320295124e-17,4.296172795006761937e-18
9.950000000000000000e+02,4.466310284342506950e-12,4.224918546117040838e-13,8.889083944553332069e-17,4.296172795006761937e-18
9.960000000000000000e+02,4.445710380901511458e-12,4.224918546117040838e-13,8.903881925951553740e-17,4.300324917297224269e-18
9.970000000000000000e+02,4.427823635474695615e-12,4.224833959776324008e-13,8.918679907349775411e-17,4.308629161878148163e-18
9.980000000000000000e+02,4.413026875564029783e-12,4.224833959776324008e-13,8.928853519561052040e-17,4.308629161878148163e-18
9.990000000000000000e+02,4.399209867158483820e-12,4.224749373435607177e-13,8.948584161425350067e-17,4.308629161878148163e-18
1.000000000000000000e+03,4.385870173588765525e-12,4.224749373435607177e-13,8.949817326541867923e-17,4.316933406459072827e-18
1.001000000000000000e+03,4.369340007169039911e-12,4.224918546117040838e-13,8.964615307940089595e-17,4.327313712185228272e-18
1.002000000000000000e+03,4.351855211077658151e-12,4.224749373435607177e-13,8.969547968406163485e-17,4.331465834475690604e-18
1.003000000000000000e+03,4.335023582656356572e-12,4.225087718798473995e-13,8.974480628872237375e-17,4.331465834475690604e-18
1.004000000000000000e+03,4.319799751576792129e-12,4.225003132457757164e-13,8.974788920151366223e-17,4.331725342118844163e-18
1.005000000000000000e+03,4.304575920497226878e-12,4.224833959776324008e-13,8.979721580617441346e-17,4.331725342118844163e-18
1.006000000000000000e+03,4.292291343933022847e-12,4.224833959776324008e-13,8.980954745733960435e-17,4.331725342118844163e-18
1.007000000000000000e+03,4.281488955543232498e-12,4.224918546117040838e-13,8.995752727132182106e-17,4.331725342118844163e-18
1.008000000000000000e+03,4.271239247489664214e-12,4.224833959776324008e-13,8.998219057365219052e-17,4.333801403264074943e-18
1.009000000000000000e+03,4.261341245104600146e-12,4.225003132457757164e-13,9.008546815216060721e-17,4.334320418550383602e-18
1.010000000000000000e+03,4.250639344048668722e-12,4.224833959776324008e-13,9.013479475682134611e-17,4.342624663131307495e-18
1.011000000000000000e+03,4.241922067836442371e-12,4.224833959776324008e-13,9.024577961730801481e-17,4.342624663131307495e-18
1.012000000000000000e+03,4.234460883297447324e-12,4.224749373435607177e-13,9.031976952429913549e-17,4.342624663131307495e-18
1.013000000000000000e+03,4.227627744595068737e-12,4.224833959776324008e-13,9.059106584993319946e-17,4.342624663131307495e-18
1.014000000000000000e+03,4.221020702393870913e-12,4.225087718798473995e-13,9.084386469881949559e-17,4.342884170774461824e-18
1.015000000000000000e+03,4.213660005188734791e-12,4.224749373435607177e-13,9.089319130348023450e-17,4.351188415355385718e-18
1.016000000000000000e+03,4.207480034156436386e-12,4.225087718798473995e-13,9.105350276862764210e-17,4.353264476500617270e-18
1.017000000000000000e+03,4.202103961795005336e-12,4.225087718798473995e-13,9.134946239659208785e-17,4.353264476500617270e-18
1.018000000000000000e+03,4.197230326102867294e-12,4.225172305139190826e-13,9.149744221057430456e-17,4.359492659936311153e-18
1.019000000000000000e+03,4.192607908745376158e-12,4.225003132457757164e-13,9.154831027163068154e-17,4.368056412160389376e-18
1.020000000000000000e+03,4.190145969065841800e-12,4.225172305139190826e-13,9.174561669027364949e-17,4.368056412160389376e-18
1.021000000000000000e+03,4.492009919976822863e-12,4.281845153419370482e-13,9.186779329191025194e-17,4.371309381015392431e-18
1.022000000000000000e+03,4.478167789737812370e-12,4.281506808056503664e-13,9.204043640822286276e-17,4.373385442160623982e-18
1.023000000000000000e+03,4.492788696814226498e-12,4.281591394397220495e-13,9.218841622220507947e-17,4.379613625596316325e-18
1.024000000000000000e+03,4.509168132233164129e-12,4.281760567078653651e-13,9.241963468155229463e-17,4.383765747886779427e-18
1.025000000000000000e+03,4.524391963312729380e-12,4.281591394397220495e-13,9.250749769610423195e-17,4.385841809032010208e-18
1.026000000000000000e+03,4.536550930709609957e-12,4.281760567078653651e-13,9.274488198103404871e-17,4.387917870177241760e-18
1.027000000000000000e+03,4.555693767809657104e-12,4.281929739760087313e-13,9.282503771360774635e-17,4.392069992467704092e-18
1.028000000000000000e+03,4.568204440875041898e-12,4.281929739760087313e-13,9.303467578341590518e-17,4.392069992467704092e-18
1.029000000000000000e+03,4.587899958311311109e-12,4.282014326100803639e-13,9.309016821365923337e-17,4.394146053612935643e-18
1.030000000000000000e+03,4.599355514371181639e-12,4.282098912441520469e-13,9.323814802764145008e-17,4.394146053612935643e-18
1.031000000000000000e+03,4.619905174145248073e-12,4.281845153419370482e-13,9.334296706254552950e-17,4.394146053612935643e-18
1.032000000000000000e+03,4.636133878563398529e-12,4.281929739760087313e-13,9.354027348118848511e-17,4.400374237048627985e-18
1.033000000000000000e+03,4.650151861636661534e-12,4.281845153419370482e-13,9.365125834167515381e-17,4.406602420484321869e-18
1.034000000000000000e+03,4.671806882083171290e-12,4.281422221715786833e-13,9.374991155099661929e-17,4.406602420484321869e-18
1.035000000000000000e+03,4.687382418831241564e-12,4.281760567078653651e-13,9.389789136497884833e-17,4.410754542774784201e-18
1.036000000000000000e+03,4.699792604562768241e-12,4.281422221715786833e-13,9.395338379522218885e-17,4.414906665065246533e-18
1.037000000000000000e+03,4.722402254680934144e-12,4.281675980737936821e-13,9.424934342318662227e-17,4.419058787355708095e-18
1.038000000000000000e+03,4.741545091780981291e-12,4.281929739760087313e-13,9.431100167901255206e-17,4.421134848500939646e-18
1.039000000000000000e+03,4.754658688849517207e-12,4.281929739760087313e-13,9.440965488833402987e-17,4.425286970791401978e-18
1.040000000000000000e+03,4.770636174933021564e-12,4.281760567078653651e-13,9.440965488833402987e-17,4.429439093081864310e-18
1.041000000000000000e+03,4.792693144714965401e-12,4.281760567078653651e-13,9.450830809765550768e-17,4.429439093081864310e-18
1.042000000000000000e+03,4.812388662151234613e-12,4.281760567078653651e-13,9.463162460930735494e-17,4.431515154227095861e-18
1.043000000000000000e+03,4.827813467898516905e-12,4.281845153419370482e-13,9.477960442328957166e-17,4.435667276517557423e-18
1.044000000000000000e+03,4.839520242293033534e-12,4.282014326100803639e-13,9.480455674869413711e-17,4.444003959553876475e-18
1.045000000000000000e+03,4.860220633067887951e-12,4.281591394397220495e-13,9.496486821384154472e-17,4.444003959553876475e-18
1.046000000000000000e+03,4.884086374859285158e-12,4.281506808056503664e-13,9.508818472549339198e-17,4.446080020699107256e-18
1.047000000000000000e+03,4.903128724625474188e-12,4.281675980737936821e-13,9.516217463248450033e-17,4.450232142989569588e-18
1.048000000000000000e+03,4.917548657034171275e-12,4.281083876352920015e-13,9.533481774879708650e-17,4.454384265280031920e-18
1.049000000000000000e+03,4.929757868097980911e-12,4.282014326100803639e-13,9.560611407443116280e-17,4.454384265280031920e-18
1.050000000000000000e+03,4.948800217864169133e-12,4.281760567078653651e-13,9.570939165293957949e-17,4.462688509860956584e-18
1.051000000000000000e+03,4.972314253987062124e-12,4.281760567078653651e-13,9.587586894366957637e-17,4.462688509860956584e-18
1.052000000000000000e+03,4.993366350430420757e-12,4.281929739760087313e-13,9.593752719949550616e-17,4.463207525147264472e-18
1.053000000000000000e+03,5.009896516850146370e-12,4.281845153419370482e-13,9.611017031580810466e-17,4.472549800300804141e-18
1.054000000000000000e+03,5.024165718258055475e-12,4.281675980737936821e-13,9.633214003678142972e-17,4.472549800300804141e-18
1.055000000000000000e+03,5.039188574669903684e-12,4.282098912441520469e-13,9.651711480425920678e-17,4.472549800300804141e-18
1.056000000000000000e+03,5.059336285108536036e-12,4.281845153419370482e-13,9.660960218799809531e-17,4.472549800300804141e-18
1.057000000000000000e+03,5.082247397228277904e-12,4.281845153419370482e-13,9.661345582898721515e-17,4.480983798703306355e-18
1.058000000000000000e+03,5.104957534680301923e-12,4.282098912441520469e-13,9.676143564296943186e-17,4.480983798703306355e-18
1.059000000000000000e+03,5.122944767440976690e-12,4.282098912441520469e-13,9.681076224763018309e-17,4.480983798703306355e-18
1.060000000000000000e+03,5.138218842187470999e-12,4.281760567078653651e-13,9.706972692209906850e-17,4.490326073856846024e-18
1.061000000000000000e+03,5.152437799928451045e-12,4.282014326100803639e-13,9.723003838724647610e-17,4.490326073856846024e-18
1.062000000000000000e+03,5.170525520022983929e-12,4.281845153419370482e-13,9.730402829423757213e-17,4.494478196147307586e-18
1.063000000000000000e+03,5.191376641798625520e-12,4.281929739760087313e-13,9.740268150355906227e-17,4.494478196147307586e-18
1.064000000000000000e+03,5.213232636912852317e-12,4.282014326100803639e-13,9.756299296870646987e-17,4.504858501873463802e-18
1.065000000000000000e+03,5.234887657359362880e-12,4.282014326100803639e-13,9.761231957336719645e-17,4.504858501873463802e-18
1.066000000000000000e+03,5.254130981793268144e-12,4.282183498782237300e-13,9.771097278268868658e-17,4.505377517159771689e-18
1.067000000000000000e+03,5.269254325538975278e-12,4.282098912441520469e-13,9.788361589900127275e-17,4.513681761740696354e-18
1.068000000000000000e+03,5.282920602943733259e-12,4.281845153419370482e-13,9.798226910832276288e-17,4.517833884031157915e-18
1.069000000000000000e+03,5.296335662013845141e-12,4.282014326100803639e-13,9.817957552696571850e-17,4.519909945176389467e-18
1.070000000000000000e+03,5.310202914086320164e-12,4.282268085122953626e-13,9.842620855026941302e-17,4.519909945176389467e-18
1.071000000000000000e+03,5.325024795830451332e-12,4.282014326100803639e-13,9.853411049796478092e-17,4.519909945176389467e-18
1.072000000000000000e+03,5.336832057558826886e-12,4.281929739760087313e-13,9.854644214912997181e-17,4.532366312047776463e-18
1.073000000000000000e+03,5.347081765612395170e-12,4.282183498782237300e-13,9.874374856777293975e-17,4.536518434338238025e-18
1.074000000000000000e+03,5.356376843994308115e-12,4.281929739760087313e-13,9.887939673058996557e-17,4.538594495483469576e-18
1.075000000000000000e+03,5.365722166043150118e-12,4.282268085122953626e-13,9.892872333525070448e-17,4.555202984645318134e-18
1.076000000000000000e+03,5.375770899429001361e-12,4.282183498782237300e-13,9.922468296321515023e-17,4.563507229226243568e-18
1.077000000000000000e+03,5.384161591806187218e-12,4.282268085122953626e-13,9.923701461438032879e-17,4.571811473807167462e-18
1.078000000000000000e+03,5.391547410844788677e-12,4.281929739760087313e-13,9.938499442836255783e-17,4.571811473807167462e-18
1.079000000000000000e+03,5.398280062213309147e-12,4.282014326100803639e-13,9.954530589350995311e-17,4.580115718388092126e-18
1.080000000000000000e+03,5.404158571244032395e-12,4.281929739760087313e-13,9.969328570749218215e-17,4.588419962969016790e-18
1.081000000000000000e+03,5.387326942822730816e-12,4.349006707948419479e-13,9.981847258981941110e-17,4.591065787843466783e-18
1.082000000000000000e+03,5.416066320306266065e-12,4.348837535266985818e-13,9.992329162472349051e-17,4.593141848988698334e-18
1.083000000000000000e+03,5.418930209321233698e-12,4.349091294289135805e-13,1.000404423107927485e-16,4.598332001851775671e-18
1.084000000000000000e+03,5.401847362565286019e-12,4.348922121607702649e-13,1.001575929968619941e-16,4.605598215860084560e-18
1.085000000000000000e+03,5.386623531485720768e-12,4.348837535266985818e-13,1.002473828319084976e-16,4.605598215860084560e-18
1.086000000000000000e+03,5.373660665417972835e-12,4.348837535266985818e-13,1.004446892505514655e-16,4.609750338150546892e-18
1.087000000000000000e+03,5.355070508654146945e-12,4.348668362585552661e-13,1.005772545005772028e-16,4.609750338150546892e-18
1.088000000000000000e+03,5.344368607598215520e-12,4.349006707948419479e-13,1.008261997084743791e-16,4.614032214262586003e-18
1.089000000000000000e+03,5.323969678824937069e-12,4.348922121607702649e-13,1.010358377782825256e-16,4.616108275407817555e-18
1.090000000000000000e+03,5.311961442428844474e-12,4.348752948926268987e-13,1.012208125457602904e-16,4.617146305980433330e-18
1.091000000000000000e+03,5.295682494343764960e-12,4.348499189904119000e-13,1.013317974062469591e-16,4.621298428270894892e-18
1.092000000000000000e+03,5.276539657243717813e-12,4.348752948926268987e-13,1.014427822667336278e-16,4.623374489416126443e-18
